,News,Category
5830,မေး_-_လက်ရှိ_ရိုက်ကူး_နေ_တဲ့_ဥပါဒါန်_ဆို_တဲ့_ဇာတ်ကား_လေး_က_လည်း_ညီမလေး_လုပ်_နေကျ_ပုံစံ_မျိုး_မဟုတ်_ဘူး_လို့_သိရ_ပါ_တယ်_။_အဲဒီ_ဇာတ်ကား_လေး_နဲ့_ပတ်သက်_လို့_လည်း_ပြောပြ_ပေး_ပါ_ဦး_။_,Entertainment
5831,ဖြေ_-_တစ်ခါမှ_မ_ရိုက်_ဖူး_တဲ့_ကာရိုက်တာ_ပုံစံ_မျိုး_ပေါ့_။_ဒီ_ဇာတ်ကား_ထဲ_မှာ_ပါဝင်_ရ_တဲ့_ပြည့်စုံ_ခင်_ဆို_တဲ့_ဇာတ်ကောင်_စရိုက်_က_မိသားစု_အခြေအနေ_မှာ_ကို_က_ပြည့်စုံ_ကြွယ်ဝ_ပြီး_ဘာသာတရား_ကိုင်းရှိုင်း_တယ်_။_မြန်မာ_ဆန်_ဆန်_ယဉ်ကျေး_သိမ်မွေ့_တယ်_။_မိသားစု_ပုံစံ_က_သံဃာတော်_တွေ_ဆွမ်း_မ_လှူ_ဘဲ_ထမင်း_တောင်မ_စား_ဘူး_ပေါ့_။_အဲဒီလို_ပုံစံ_မျိုး_မှာ_ပါဝင်_ရတာ_ပါ_။_အစစအရာရာ_ပြင်ဆင်မှု_အပိုင်း_မှာ_ရော_၊_ဝတ်စား_ဆင်ယင်_မှု_အပိုင်း_မှာ_ပါ_အများကြီး_ပြင်ဆင်_ရ_ပါ_တယ်_။_သံဃာတော်_တွေ_နဲ့_စကားပြော_ရတာ_တွေ_လည်း_များ_တယ်_။_အစစအရာရာ_နန်းဆုဦး_ကို_မြင်_တွေ့_နေကျ_မဟုတ်_တဲ့_ပုံစံ_လေး_နဲ့_မြင်_တွေ့_ရ_မှာ_ပါ_။_,Entertainment
5832,မေး_-_အ_ခုနှစ်_ထဲ_မှာ_ရိုက်ကူး_နေကျ_မဟုတ်_တဲ့_ဇာတ်ကောင်_စရိုက်_ပုံစံ_မျိုး_တွေ_နဲ့_ပါဝင်_လာ_တာ_တွေ့_ရ_တယ်_နော်_။_,Entertainment
5833,ဖြေ_-_ဟုတ်_ပါ_တယ်_။_အစစအရာရာ_ပြင်ဆင်_ရတာ_က_အစ_ခက်ခဲ_တာ_တွေ_ရှိ_ပေ_မယ့်_လုပ်_နေကျ_ဇာတ်ကောင်_စရိုက်_ပုံစံ_လေး_တွေ_မဟုတ်_ဘဲ_ခွဲထွက်_လုပ်_ပြ_ခွင့်_ရ_တော့_ဝမ်းသာ_ပါ_တယ်_။_ညီမ_ဘက်_က_ကြိုးစား_ပြ_ခွင့်_ရ_တယ်_။_ပရိသတ်_တွေ_ကို_လည်း_ဒီ_ဇာတ်ကား_လေး_တွေ_ထွက်_လာ_ခဲ့_ရင်_အားပေး_ကြည့်ရှု_ပြီး_လိုအပ်_တာ_လေး_တွေဝေ_ဖန်_ပေး_ကြ_ပါ_ဦး_လို့_ပြော_ချင်_ပါ_တယ်_။_,Entertainment
5834,မေး_-_ညီ_မကို_ပရိသတ်_တွေ_ကတော့_အမူအရာ_ကောင်း_တယ်_လို့_လည်း_သတ်_မှတ်ထား_ကြ_တော့_ဇာတ်ကားရိုက်_ကူး_ရ_တဲ့_အခါ_ပို_ပြီး_တာ_ဝန်ကြီး_လား_။_,Entertainment
5835,ဖြေ_-_အခုလို_သတ်မှတ်_ပေး_ကြ_တဲ့_အတွက်_လည်း_ကျေးဇူး_အများကြီး_တင်ပါ_တယ်_။_ဇာတ်လမ်း_တစ်_ပုဒ်_ကို_ဖတ်_ပြီးတော့_လက်ခံ_တယ်_ဆို_ရင်_ဒီ_ဇာတ်လမ်း_ကို_ဘယ်လို_လုပ်_ပြ_နိုင်_မ_လဲဆို_တာ_အမြဲ_စဉ်းစား_ပါ_တယ်_။_တစ်ခါတလေ_မှာ_ဇာတ်လမ်း_က_သာမန်_ပဲ_ရိုး_စင်း_တယ်_ဆို_ရင်_ဖက်ရှင်_အနေ_နဲ့_ဘယ်လို_လေး_လုပ်_လို့_ရ_မ_လဲဆို_တာ_စဉ်းစား_တယ်_။_အကောင်းဆုံး_ဖြစ်_အောင်_တော့_စဉ်းစား_ပြီးတော့_လုပ်_ဖြစ်ပါတယ်_။_,Entertainment
5836,မေး_-_ဒီ_နှစ်_ထဲ_မှာ_ကိုယ်တိုင်_အားရ_ကျေနပ်_မှု_ရှိ_တဲ့_ဇာတ်ကား_တွေ_ရိုက်_ခွင့်_ရ_တယ်_ဆို_တော့_၂၀၁၇_မှာ_တော့_ရလဒ်_တွေ_တွေ့မြင်_ခွင့်_ရ_မယ်_လို့_ဆို_နိုင်_မလား_။_,Entertainment
5837,ဖြေ_-_ညီမ_ဘက်_ကတော့_အတတ်နိုင်ဆုံး_ကြိုးစား_ထား_ပါ_တယ်_။_ညီမ_ရ_တဲ့_ကာရိုက်တာ_တိုင်း_ကို_တတ်နိုင်သလောက်_အားစိုက်_ထား_ပါ_တယ်_။_အဲဒီအတွက်_လည်း_ပရိသတ်_တွေ_ကြည့်_ခွင့်_ရ_တဲ့_အခါ_ကျေနပ်_မှု_တစ်_ခု_ရ_မယ်_လို့_နန်း_ဆု_မျှော်လင့်_ပါ_တယ်_။_,Entertainment
5838,မေး_-_ညီမ_ဒီ_လောက_ထဲ_စ_ဝင်_လာ_တုန်း_ကတော့_မ_အူဝဲ_(_အိန္ဒြာကျော်ဇင်_)_နဲ့_ဆင်_တယ်_လို့_ပြော_ကြ_ပေ_မယ့်_အခု_နောက်ပိုင်း_တော့_ညီမ_ရဲ့_ကိုယ်ပိုင်_ဟန်_တစ်_ခု_နဲ့_ပရိသတ်_အားပေးမှု_ရအောင်_လုပ်_နိုင်_ခဲ့_ပြီ_ပေါ့_။_ဒါကို_ရော_ဘယ်လို_ကြိုးစား_တည်ဆောက်_ခဲ့_ရ_လဲ_။_,Entertainment
5839,ဖြေ_-_လူ_တစ်_ယောက်_ချင်း_စီ_တိုင်း_မှာ_တော့_ကိုယ်ပိုင်_ဟန်_ဆို_တာ_ရှိပါတယ်_။_အမြွှာ_တောင်_မှ_အကျင့်_စရိုက်_တူ_ချင်_မှ_တူ_မှာ_လေ_။_ကိုယ်ပိုင်_ဟန်_ကိုယ်ပိုင်_အမူအကျင့်_ကတော့_ရှိနေ_တာ_ပါ_။_နန်း_ဆု_ရဲ့_ကိုယ်ပိုင်_ဟန်_အတိုင်း_ပဲ_သရုပ်ဆောင်_တာ_ဆို_တော့_ပရိသတ်_တွေ_က_လည်း_အဲ_ဒါကို_ပဲ_အားပေး_ကြ_တယ်_လို့_ထင်_ပါ_တယ်_။_,Entertainment
5840,မေး_-_ဂီတ_ပိုင်း_ကို_လည်း_ပြန်_လုပ်_နေ_တယ်_လို့_သိရ_ပါ_တယ်_။_အဲ_ဒါကို_လည်း_ပြောပြ_ပေး_ပါ_ဦး_။_,Entertainment
5841,ဖြေ_-_ဂီတ_က_ကျ_တော့_အယ်လ်ဘမ်_အနေ_နဲ့_တော့_အခုချိန်_မှာ_အား_မ_စိုက်_နိုင်_သေး_ဘူး_။_ဗွီ_ဗွီ_နှစ်ပတ်လည်_အခွေ_လေး_မှာ_တော့_ဆို_ထား_ပါ_တယ်_။_,Entertainment
5842,မေး_-_အချစ်_ရေး_နဲ့_ပတ်သက်_လို့_လည်း_ပြောပြ_လို့_ရ_ရင်_ပြောပြ_ပေး_ပါ_ဦး_။_,Entertainment
5843,ဖြေ_-_အချစ်_ရေး_နဲ့_ပတ်သက်_လို့_တော့_လောလောဆယ်_ထွေထွေထူးထူး_ဘာ_မှ_မရှိပါ_ဘူး_။_ညီမ_က_Single_ပါ_ပဲ_။_,Entertainment
5844,မေး_-_ပရိသတ်_တွေ_ကို_ပြော_ချင်_တဲ့_စကားလက်ဆောင်_များ_ရှိ_မလား_။_,Entertainment
5845,ဖြေ_-_ပရိသတ်_တွေ_ကနန်း_ဆု_ရဲ့_ခွန်အား_ပါ_။_အမြဲတမ်း_လည်း_ကြိုးစား_နေ_ပါ_တယ်_။_နန်း_ဆု_ကို_လည်း_အားပေး_ကြ_ပါ_ဦး_လို့_ပြော_ချင်_ပါ_တယ်_။_,Entertainment
5846,Iron Cross_တီးဝိုင်း_နှင့်_ပင်တိုင်_အဆိုရှင်_လေး_ဦး_၏_ချောင်းသာ_ကမ်းခြေ_အခမဲ့_ဂီတ_ဖျော်ဖြေပွဲ_ကို_4HD_နှင့်_5 Special_ရုပ်သံ_လိုင်း_များ_မှ_ထုတ်လွှင့်_ပြသ_ရန်_စီစဉ်_ထားသည်_ဟု_သိရသည်_။_အဆိုပါ_ဂီတ_ဖျော်ဖြေပွဲ_တွင်_Iron Cross_တီးဝိုင်း_နှင့်အတူ_အဆိုတော်_လေးဖြူ_၊_အငဲ_၊_မျိုးကြီး_နှင့်_ဝိုင်ဝိုင်း_တို့_ပါဝင်_သီဆို_ဖျော်ဖြေ_ရန်_စီစဉ်_ထား_ခြင်း_ဖြစ်သည်_။_,Entertainment
5847,ယင်း_ဂီတ_ဖျော်ဖြေပွဲ_နှင့်_ပတ်သက်_၍_IC_အဖွဲ့_အနေ_နဲ့_မိုးရာသီ_ပြီး_ကတည်းက_Music Tour_တွေ_ဆက်တိုက်_ပြုလုပ်_နေ_တာ_ပါ_။_အင်းလေး_ဖောင်တော်ဦး_ဘုရား_ပွဲ_မှာ_လည်း_အခမဲ့_သွားရောက်_တင်ဆက်_ခဲ့_သလို_ရုပ်သံ_လိုင်း_တွေ_က_လည်း_ထုတ်လွှင့်_ပြသ_ခဲ့_ပါ_တယ်_။_ဒီ_ကြား_ထဲ_မှာ_တော့_မန္တလေးမြို့_အပါအဝင်_နယ်_မြို့_အများအပြား_မှာ_ဖျော်ဖြေပွဲ_တွေ_ကျင်းပ_ခဲ့_တာ_ပါ_။_နိုဝင်ဘာ_၅_ရက်_မှာ_တော့_ချောင်းသာ_ကမ်းခြေ_မှာ_ဖျော်ဖြေ_ဖို့_စီစဉ်_ထား_ပါ_တယ်_။_ဒီ_ဖျော်ဖြေပွဲ_က_လည်း_အခမဲ့_ဖျော်ဖြေပွဲ_ပါ_။_ကမ်းခြေ_ဖျော်ဖြေပွဲ_အနေ_နဲ့_တင်ဆက်_တာ_ဖြစ်ပြီး_ရုပ်သံ_လိုင်း_က_တစ်ဆင့်_လည်း_ထုတ်လွှင့်_သွား_ပါ_မယ်_။_ပြီးရင်_တော့_နိုဝင်ဘာလ_ထဲ_မှာ_တစ်ခြား_ဖျော်ဖြေပွဲ_တွေ_ဆက်လက်_ပြုလုပ်_သွား_မှာ_ပါ_ဟု_We Love IC Fans Group_၏_Admin_ကို_တင်_ထွန်း_လွင်_က_ဆိုသည်_။_,Entertainment
5848,Iron Cross Music Tour_ဂီတ_ဖျော်ဖြေပွဲ_ကို_အောက်တိုဘာ_၁_ရက်_ပွင့်လင်း_ရာသီ_အချိန်_မှ_စတင်_ကာ_ဖျော်ဖြေပွဲ_များ_ပြုလုပ်_နေ_ခြင်း_ဖြစ်ပြီး_ရန်ကုန်_မြို့_အပါအဝင်_မြို့ကြီး_များ_၌_နယ်လှည့်_ဖျော်ဖြေပွဲ_များ_ပြုလုပ်_နေ_ခြင်း_ဖြစ်သည်_။_ယင်း_ဖျော်ဖြေပွဲ_များ_အနက်_အင်းလေး_ဖောင်တော်ဦး_ဘုရား_ပွဲ_တွင်_ပြုလုပ်_ခဲ့_သည့်_ဖျော်ဖြေပွဲ_ကို_အခမဲ့_ပြုလုပ်_ခဲ့_ကာ_ရုပ်သံ_လိုင်း_မှတစ်ဆင့်_လည်း_ထုတ်လွှင့်_ပြသ_ခဲ့_သည်_။_ယခုအခါ_နိုဝင်ဘာ_၅_ရက်_တွင်_ချောင်းသာ_ကမ်းခြေ_၌_အခမဲ့_ဂီတ_ဖျော်ဖြေပွဲ_ကို_ပြုလုပ်_ရန်_စီစဉ်_ထား_ခြင်း_ဖြစ်သည်_။_,Entertainment
5849,Iron Cross Tour_ဂီတ_ဖျော်ဖြေပွဲ_ကို_မော်လမြိုင်_မြို့_အပါအဝင်_အခြား_မြို့ကြီး_များ_၌_လည်း_ပြုလုပ်_ရန်_စီစဉ်_ထား_ပြီး_ဒီဇင်ဘာလ_အတွင်း_တွင်_ရန်ကုန်_မြို့_၌_ပြုလုပ်_ရန်_စီစဉ်_ထားသည်_။_,Entertainment
5850,အခု_တစ်ပတ်_အားလပ်ရက်_ကတော့_အချိန်အခါ_မဟုတ်_မိုးရွာသွန်းမှု_တွေ_နဲ့_အတူ_အေးမြ_နေ_ဆဲ_ရက်သတ္တပတ်_တစ်ပတ်_လို့_ဆို_ရ_ပါ_မယ်_။_ဒီ_တစ်ပတ်_ရဲ့_အားလပ်ရက်_မှာ_အနုပညာ_ဖျော်ဖြေပွဲ_တွေ_က_စောင့်_ကြို_နေ_သလို_အိမ်_မှာ_နေရင်း_အပန်းဖြေ_လို_သူ_တွေ_အတွက်_လည်း_ရုပ်သံ_အစီအစဉ်_ကောင်း_တွေ_ကို_ရွေးချယ်_ခံစား_ကြည့်ရှု_ရင်း_ဖြတ်သန်း_နိုင်_မှာ_ပါ_။_ဒီ_တစ်ပတ်_မှာ_တော့_ရွေးချယ်_စရာ_များပြား_လှ_တဲ့_ဖျော်ဖြေပွဲ_တွေ_ထဲက_ရော့ခ်_ဂီတ_ချစ်ပရိသတ်_တွေ_ရွေးချယ်_ခံစား_နိုင်_မယ့်_ဂီတ_ဖျော်ဖြေပွဲ_တစ်_ပွဲ_ကို_ညွှန်း_ဆို_ဖော်ပြ_ပေး_ချင်_ပါ_တယ်_။_,Entertainment
5851,Big Bag_နဲ့_ဂျီလတ်_တို့_ရဲ့_Accoustic_ဂီတ_ဖျော်ဖြေပွဲ_ကို_အောက်တိုဘာ_၂၉_ရက်_မှာ_ရန်ကုန်_မြို့_မြရိပ်_ညို_ဟိုတယ်_မှာ_ပြုလုပ်_ဖို့_စီစဉ်_ထား_တာ_ပါ_။_Youk $hi Accoustic_လို့_နာမည်ပေး_ထား_တဲ့_ဒီ_ဂီတ_ဖျော်ဖြေပွဲ_က_တစ်_မူ_ထူးခြား_တဲ့_ရော့ခ်_ဂီတ_တေးသံရှင်_နှစ်_ဦး_ရဲ့_တွဲဖက်_ပြုလုပ်_မယ့်_ဂီတ_ဖျော်ဖြေပွဲ_ပဲ_ဖြစ်ပါတယ်_။_ဒီ_ပွဲ_မှာ_Big Bag_ပရိသတ်_တွေ_အတွက်_အဆိုတော်_ကျား_ပေါက်_ရဲ့_တေးသီချင်း_တွေ_ကို_နား_ဆင်_ခွင့်_ရ_မှာ_ဖြစ်_သလို_ရှိုးပွဲ_တွေ_မှာ_ကြည့်_ခွင့်_မ_ရတာ_ကြာ_ပြီ_ဖြစ်_တဲ့_အဆိုတော်_ဂျီလတ်_ရဲ့_တေးသီချင်း_တွေ_နဲ့_ဖျော်ဖြေ_မှု_တွေ_ကို_လည်း_တဝ_ကြီး_ခံစားခွင့်_ရ_မှာ_ပါ_။_တေးသံရှင်_ဂျီလတ်_က_NC_၁၃_တီးဝိုင်း_နဲ့_တီး_ခတ်_ဖျော်ဖြေ_မှာ_ဖြစ်ပြီး_NC_၁၃_နဲ့_ဂျီလတ်_တို့_ပေါင်းစည်း_တင်ဆက်_မှု_ရသ_ကို_အပြည့်_အ_၀_ခံစား_ရရှိ_နိုင်_မှာ_ပါ_။_,Entertainment
5852,ဖျော်ဖြေပွဲ_ကို_ည_၇_နာရီ_အချိန်_မှာ_စတင်_မှာ_ဖြစ်ပြီး_ဧည့်သည်_တေးသံရှင်_တွေ_အနေ_နဲ့_The Marionette_နှင့်_Emily Bo_တို့_က_ပါဝင်_သီဆို_ဖျော်ဖြေ_ပေး_ကြ_မှာ_ပါ_။_ဒီ_နောက်_မှာ_တော့_Big Bag_နဲ့_ဂျီလတ်_တို့_က_တစ်_ဖွဲ့_ချင်း_စီ_တေးသီချင်း_များစွာ_နဲ့_သီဆို_ဖျော်ဖြေ_ပေး_ကြ_မှာ_ပါ_။_တေးသံရှင်_ဂျီလတ်_ကတော့_အစွန်း_နှစ်_ဖက်_တေး_စီးရီး_ထဲက_တေးသီချင်း_အများစု_ကို_သီဆို_သွား_မယ့်_အပြင်_အခြား_ထင်ရှား_တဲ့_တေးသီချင်း_များစွာ_ကို_လည်း_ဖျော်ဖြေ_ဖို့_စီစဉ်_ထား_ပါ_တယ်_။_,Entertainment
5853,ဒီ_ဖျော်ဖြေပွဲ_နဲ့_ပတ်သက်_လို့_ပါဝင်_မယ့်_တေးသံရှင်_ကျား_ပေါက်_က_ကျွန်တော်_တို့_ဒီ_နှစ်_ထဲ_တော့_ရှိုး_ဆို_ဖြစ်_တာ_နည်းနည်း_များ_ပါ_တယ်_။_Tour_တွေ_ရော_ရိုးရိုး_ရှိုး_တွေ_ရော_ဆို_တော့_ပွဲ_တော့_နည်းနည်း_များ_တယ်_။_သီချင်း_တွေ_ထပ်_မှာ_ကျွန်တော်_တို့_အတွက်_က_သိပ်_စိတ်ပူ_စရာ_မရှိ_ဘူး_။_သီချင်း_ပုဒ်_ရေရာ_နဲ့_ချီ_ရှိနေ_တော့_တစ်_ပွဲ_နဲ့_တစ်_ပွဲ_က_ပုံစံ_လုံးဝ_တူ_မှာ_မဟုတ်_ဘူး_။_သေချာ_တယ်_။_ဒီ_ပွဲ_က_လည်း_ထူးထူးခြားခြား_လေး_ဖြစ်_မှာ_ပါ_။_ကျွန်တော်_တို့_သေချာ_လေး_ပြင်ဆင်_ထား_တယ်_လို့_ဆို_ပါ_တယ်_။_,Entertainment
5854,ဒီ_ပွဲ_က_ထူးခြား_ပါ_တယ်_။_ကျွန်တော့်_အနေ_နဲ့_ဒီ_ပွဲ_အတွက်_ကို_တော်တော်လေး_ပြင်ဆင်_ထား_ပါ_တယ်_။_အစွန်း_နှစ်_ဖက်_အခွေ_ထဲက_သီချင်း_တွေ_အများစု_ဆို_ဖြစ်_ပါ_မယ်_။_တစ်_ခွေ_လုံး_နီးပါး_ဆို_ဖို့_ရှိမယ်_။_Version_လေး_တွေ_လည်း_ပြောင်း_ပြီး_ဆို_ဖြစ်_ပါ_မယ်_။_ကျွန်တော့်_ပရိသတ်_တွေ_အတွက်_တော့_ထူးခြား_မယ်_ထင်_ပါ_တယ်_လို့_တေးသံရှင်_ဂျီလတ်_က_လည်း_ပြော_ပါ_တယ်_။_,Entertainment
5855,Big Bag_နဲ့_ဂျီလတ်_တို့_ရဲ့_ဂီတ_ဖျော်ဖြေပွဲ_လက်မှတ်_တွေ_ကို_ငွေကျပ်_၉၀၀၀_နဲ့_သတ်မှတ်_ရောင်းချ_နေ_တာ_ပါ_။_ဒါကြောင့်_ဒီ_တစ်ပတ်_မှာ_တော့_ရော့ခ်_ဂီတ_ကို_နှစ်သက်_အားပေး_တဲ့_ပရိသတ်_တွေ_အတွက်_တော့_ရော့ခ်_သံစဉ်_တွေ_ကြားမှာ_ဖြတ်သန်း_ရင်း_အားလပ်ချိန်_တွေ_ကို_ဖြတ်သန်း_နိုင်_မှာ_ပါ_။_တစ်ပတ်တာ_ရဲ့_နေ့ရက်_တွေ_ကို_ဖြတ်သန်း_ပြီး_ချိန်_မှာ_ရောက်ရှိ_လာ_တဲ့_အားလပ်ချိန်_တွေ_က_တန်ဖိုး_ရှိ_လှ_ပါ_တယ်_။_ဒါကြောင့်_ဒီ_တစ်ပတ်_ရဲ့_အားလပ်ချိန်_တွေ_ကို_အကောင်းဆုံး_အသုံးချ_ရင်း_ရောက်ရှိ_လာ_မယ့်_နေ့_သစ်_တွေ_အတွက်_အကောင်းဆုံး_ပြင်ဆင်_နိုင်_ပါစေ_လို့_ဆုတောင်း_ပေးလိုက်_ရ_ပါ_တယ်_။_,Entertainment
5856,၂၀၁၃_ခုနှစ်_နိုဝင်ဘာ_၁၃_ရက်_တွင်_နယူးယောက်_၌_ပြုလုပ်_ခဲ့_သည့်_Victoria's Secret_ပွဲ_တွင်_တေလာဆွစ်_နှင့်_ဖျော်ဖြေ_နေ_စဉ်_,Entertainment
5857,အမျိုးသမီး_အတွင်းခံ_အဝတ်အစား_များ_ထုတ်လုပ်_သော_နာမည်ကျော်_အမေရိကန်_ကုမ္ပဏီ_Victoria's Secret_က_၂၀၁၆_ခုနှစ်_ဖက်ရှင်_ပြပွဲ_ကို_လာမည့်_လ_တွင်_ပါရီ_၌_ကျင်းပ_မည်_ဟု_အောက်တိုဘာ_၂၄_ရက်_က_ထုတ်ပြန်_ခဲ့_ကြောင်း_TMZ_ဝက်ဘ်ဆိုက်_က_ဖော်ပြ_ခဲ့_သည်_။_,Entertainment
5858,ရီ_ဟား_နား_၊_တေလာဆွစ်_၊_ဂျက်_စတင်_တင်း_ဘား_လိတ်_အစ_ရှိ_သည့်_နာမည်ကြီး_အဆိုတော်_များ_၏_ဖျော်ဖြေ_မှု_နှင့်အတူ_အတွင်းခံ_ဝတ်စုံ_၏_ပင်တိုင်_မော်ဒယ်_များ_ပါဝင်_သည့်_ယင်း_ဖက်ရှင်_ပြပွဲ_ကိုပါ_ရီ_တွင်_ပထမဆုံး_အကြိမ်_ပြုလုပ်_ရန်_စီစဉ်_ခဲ့_ခြင်း_ဖြစ်သည်_။_,Entertainment
5859,ယခုနှစ်_ဖက်ရှင်_ပြပွဲ_တွင်_ဘရာဇီး_မော်ဒယ်_ဒ_ရီ_အာ_နာ_လီ_မာ_၊_အလက်_ဇန်_ဒ_ရာ_အမ်_ဘ_ရို_စီ_အို_၊_အမေရိကန်_မော်ဒယ်_Lily Aldridge_၊_ဆွီဒင်_မော်ဒယ်_Elsa Hosk_နှင့်_ဒိန်းမတ်_မော်ဒယ်_Josephine Skriver_တို့_ပါဝင်_မည်_ဟု_Victoria's Secret_ကုမ္ပဏီ_က_ထုတ်ပြန်_ခဲ့_သည်_။_Victoria's Secret_၏_နတ်_မိ_မယ်_တစ်ဦး_ဖြစ်_သည့်_Behati Prinsloo_က_စက်တင်ဘာ_တွင်_ကလေး_မီးဖွား_ထား_သောကြောင့်_ယခုနှစ်_ဖက်ရှင်_ပွဲ_တွင်_ပါဝင်_မည်_မဟုတ်_ဟု_အတည်ပြု_ခဲ့_သည်_။_,Entertainment
5860,Victoria's Secret_မှ_တာဝန်ရှိသူ_များသည်_ဖက်ရှင်_ပြပွဲ_အတွင်း_အကြမ်းဖက်_တိုက်ခိုက်_ခံရ_မည်_ကို_စိုးရိမ်_သောကြောင့်_ပွဲ_ကျင်းပ_မည့်_နေရာ_နှင့်_ဖျော်ဖြေ_မည့်_အနုပညာရှင်_အမည်_များ_ကို_မ_ထုတ်ပြန်_ခဲ့_ပေ_။_,Entertainment
5861,ဖက်ရှင်_၊_တီထွင်မှု_နှင့်_အနုပညာ_ဖျော်ဖြေ_မှု_ကို_ပေါင်းစပ်_ပြသ_သည့်_ယင်း_ဖက်ရှင်_ပြပွဲ_ကို_အမေရိကန်_၌_ဒီဇင်ဘာ_၅_ရက်_တွင်_CBS_ရုပ်သံ_မှ_ထုတ်လွှင့်_မည်_ဟု_ပွဲ_စီစဉ်_သူများ_က_ပြောကြား_ခဲ့_သည်_။_,Entertainment
5862,၁၉၉၅_တွင်_စတင်_ခဲ့_သည့်_Victoria's Secret_ဖက်ရှင်_ပွဲ_ကို_ပုံမှန်_အားဖြင့်_နယူးယောက်_တွင်_ကျင်းပ_ခဲ့_သော်လည်း_၂၀၀၀_ပြည့်နှစ်_တွင်_ပြင်သစ်_နိုင်ငံ_၊_ကိန်းစ်_မြို့_နှင့်_၂၀၁၄_ခုနှစ်_တွင်_လန်ဒန်_၌_ကျင်းပ_ခဲ့_သည်_။_,Entertainment
5863,ဖိလစ်ပိုင်_နိုင်ငံ_တွင်_ကျင်းပ_လျက်_ရှိ_သည့်_Miss Earth 2016_ပြိုင်ပွဲ_တွင်_မြန်မာနိုင်ငံ_ကိုယ်စားပြု_ပါဝင်_ယှဉ်ပြိုင်_လျက်_ရှိ_သည့်_အလှမယ်_နန်း_ခိုင်_ရွှေဝါ_ဝင်း_မှာ_Miss Friendship (Bronze)_ဆု_နှင့်_Miss Photogenic (Silver)_ဆု_တို့_ကို_ဆွတ်ခူး_ရရှိ_ခဲ့_သည်_။_,Entertainment
5864,Miss Earth 2016_ပွဲ_က_အောက်တိုဘာ_၆_ရက်_က_နေ_၂၉_ရက်_အထိ_ပွဲ_အဆင့်ဆင့်_ကျင်းပ_နေ_တာ_ပါ_။_Final_ပွဲ_က_၂၉_ရက်_မှ_ပါ_။_အခု_က_Title_ဆု_တွေ_အတွက်_ကျင်းပ_တဲ့_ပွဲ_တွေ_မှာ_မြန်မာ_အလှမယ်_နန်း_ခိုင်_ရွှေဝါ_ဝင်း_က_ပြိုင်ပွဲဝင်_၈၀_ကျော်_အချင်းချင်း_မဲပေး_ပြီး_ရွေးချယ်_တဲ့_Miss Friendship_ဆု_အတွက်_Gold_၊_Silver_နဲ့_Bronze_ဆု_သုံး_ဆု_အတွက်_ရွေးချယ်_ရာ_မှာ_Bronze_ကို_ရရှိ_ခဲ့_တာ_ဖြစ်ပါတယ်_။_နောက်ပြီး_အွန်လိုင်း_Voting_နဲ့_မဲ_အရေအတွက်_အများဆုံး_အလှမယ်_သုံး_ယောက်_ကို_ရွေးချယ်_တဲ့_Miss Photogenic_ဆု_အတွက်_လည်း_နန်း_ခိုင်_ရွှေဝါ_ဝင်း_က_Miss Photogenic (Silver)_ဆု_ကို_ရရှိ_ခဲ့_တာ_ဖြစ်ပါတယ်_။_ဒါ_က_လည်း_မြန်မာ_ပရိသတ်_တွေ_ရဲ့_တခဲနက်_အားပေးမှု_ကြောင့်_ရရှိ_ခဲ့_တဲ့_ဆု_ဖြစ်ပါတယ်_။_နိုင်ငံတကာ_ပြိုင်ပွဲဝင်_အလှမယ်_ပေါင်း_၈၀_ကျော်_ထဲက_မှ_သုံး_ယောက်_စီ_ရွေးချယ်_ချီးမြှင့်_တဲ့_ဆု_ကို_ရရှိ_ခဲ့_တဲ့_အတွက်_နန်း_ခိုင်_ရွှေဝါ_ဝင်း_အတွက်_လည်း_ဂုဏ်ယူ_ပီတိဖြစ်_ရ_ပါ_တယ်_ဟု_Miss Golden Land Myanmar Organization_မှ_တာဝန်ရှိသူ_တစ်ဦး_က_ပြောကြား_သည်_။_Miss Earth 2016_ပြိုင်ပွဲ_၏_Talent Show_တွင်_လည်း_မြန်မာ_အလှမယ်_နန်း_ခိုင်_ရွှေဝါ_ဝင်း_မှာ_က_ရင်ရိုး_ရာ_အက_ဖြင့်_က_ပြ_ယှဉ်ပြိုင်_ခဲ့_ပြီး_Miss Earth 2016_နောက်ဆုံး_အဆင့်_ရွေးချယ်_ပွဲ_ကြီး_ကို_အောက်တိုဘာ_၂၉_ရက်_တွင်_ဖိလစ်ပိုင်_နိုင်ငံ_၌_ကျင်းပ_သွား_မည်_ဖြစ်သည်_။_Miss Earth_ပြိုင်ပွဲ_မှာ_ကမ္ဘာ့_နံပါတ်_သုံး_စာရင်းဝင်_အလှမယ်_ပြိုင်ပွဲ_ကြီး_တစ်_ခု_ဖြစ်ပြီး_၂၀၁၄_ခုနှစ်_တွင်_မြန်မာနိုင်ငံ_မှ_အလှမယ်_အိ_မွန်_ခိုင်_၊_၂၀၁၅_ခုနှစ်_တွင်_အိမ့်_မြတ်_ခြယ်_က_ပါဝင်_ယှဉ်ပြိုင်_ခဲ့_ဖူး_ကြောင်း_သိရသည်_။_,Entertainment
